,region,year,co2,co2_per_capita,population,Deaths: Outdoor air pollution,Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number),rate Deaths: Outdoor air pollution,rate Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number)
17227,Oceania,1993,325.284,11.531,28566202,691,5184,1004,1313,645,1025,2693,1789,3094,4647,357,196,8869,786,449,6034,5918,9551,4224,2035,1378,170,190,169,1336,39,441,160,2.418942497,18.14731969,3.514642934,4.596340809,2.25791304,3.588156381,9.427224522,6.262645626,10.83098131,16.26747581,1.249728613,0.686125513,31.04717946,2.751503333,1.571787527,21.12286401,20.71678972,33.43461619,14.78670493,7.123803157,4.823882433,0.595108863,0.665121671,0.591608223,4.676855537,0.136524975,1.543782404,0.56010246
17228,Oceania,1994,334.357,11.683,28979990,715,5357,1042,1348,629,1053,2678,1832,3129,4634,385,198,8961,802,474,6116,6207,9668,4424,2023,1368,173,200,167,1340,38,439,161,2.467219623,18.48516856,3.595584402,4.651485387,2.170463137,3.633541626,9.240858951,6.321603286,10.79710517,15.99034368,1.328502874,0.683230049,30.92133572,2.767426766,1.63561133,21.10421708,21.41822685,33.36095009,15.26570575,6.980678737,4.720498523,0.596963629,0.690131363,0.576259688,4.623880132,0.131124959,1.514838342,0.555555747
17229,Oceania,1995,342.43,11.799,29389629,739,5530,1077,1386,616,1085,2679,1881,3172,4641,436,202,9080,820,500,6211,6520,9816,4634,2024,1365,178,205,161,1349,38,439,164,2.514492442,18.81616131,3.664557998,4.715949289,2.095977462,3.691778484,9.115460423,6.400216893,10.7929229,15.79128474,1.483516515,0.687317285,30.8952522,2.790099868,1.701280407,21.13330522,22.18469651,33.39953696,15.76746682,6.886783089,4.644495512,0.605655825,0.697524967,0.547812291,4.590054539,0.129297311,1.493724198,0.558019974
17230,Oceania,1996,352.295,11.974,29796471,776,5729,1111,1433,611,1120,2698,1937,3217,4695,511,208,9231,843,526,6325,6831,10007,4870,2039,1374,186,214,157,1369,38,442,169,2.604335258,19.22710914,3.728629474,4.809294362,2.050578406,3.758834394,9.054763566,6.500769839,10.79658057,15.75689953,1.714968192,0.698069245,30.98017883,2.829194102,1.765309724,21.22734602,22.9255337,33.58451409,16.34421741,6.843092257,4.611284336,0.624234997,0.718205857,0.526908036,4.594503826,0.127531881,1.483397145,0.567181261
17231,Oceania,1997,365.059,12.241,30201872,819,5947,1152,1482,613,1156,2711,1994,3274,4738,624,215,9397,868,553,6465,7160,10217,5113,2049,1376,194,291,152,1382,38,444,173,2.711752437,19.69083241,3.814333098,4.9069806,2.029675512,3.82757731,8.976264783,6.602239755,10.84038764,15.68776929,2.066097095,0.711876403,31.11396539,2.873994036,1.831012329,21.40595788,23.70713974,33.82902888,16.92941418,6.784347672,4.556008979,0.642344289,0.963516434,0.503280062,4.575875297,0.125820015,1.470107548,0.572812175
17232,Oceania,1998,375.523,12.426,30607344,866,6145,1185,1526,640,1187,2803,2072,3367,4853,789,225,9692,892,577,6587,7462,10557,5317,2119,1428,204,231,113,1335,40,459,179,2.829386307,20.07688089,3.871619831,4.985731529,2.091001428,3.87815421,9.157932815,6.769617122,11.00062782,15.85567176,2.577812698,0.735117689,31.66560287,2.91433324,1.885168475,21.52097876,24.37976977,34.49172199,17.3716478,6.923175039,4.665546935,0.666506705,0.754720828,0.36919244,4.36169829,0.130687589,1.499640086,0.584826962
17233,Oceania,1999,384.92,12.569,31014222,919,6455,1235,1603,606,1243,2857,2155,3457,4863,1019,238,9954,931,613,6797,7913,10872,5657,2160,1453,218,245,106,1333,41,466,185,2.963156709,20.81303216,3.982044109,5.168596523,1.953942291,4.007838726,9.211902849,6.948425145,11.14649918,15.67990324,3.285589431,0.767389877,32.09495308,3.001848636,1.976512582,21.91575207,25.51410124,35.05488547,18.24001905,6.964546781,4.684947441,0.702903333,0.789960167,0.341778685,4.298028176,0.132197416,1.502536481,0.596500534
17234,Oceania,2000,391.481,12.616,31425087,957,6711,1274,1669,596,1290,2899,2227,3550,4934,1307,252,10174,964,648,6953,8305,11129,5936,2190,1468,230,251,113,1354,41,476,186,3.045337631,21.35554947,4.054085833,5.311043371,1.896573906,4.105000568,9.225113681,7.08669478,11.29670699,15.70083163,4.159097475,0.801907088,32.37540758,3.067612828,2.062046797,22.12563485,26.42793002,35.41438087,18.88936696,6.968954453,4.671427004,0.731899326,0.798724917,0.359585321,4.308659511,0.13046901,1.514713388,0.591883803
17235,Oceania,2001,402.803,12.811,31837552,975,6931,1301,1725,596,1324,2919,2285,3654,4993,1646,268,10384,994,670,7084,8581,11356,6125,2210,1481,243,260,124,1384,41,481,188,3.062421382,21.76988985,4.086369455,5.418130138,1.872003224,4.15861119,9.168418476,7.177059342,11.47701306,15.68273842,5.169995482,0.841773262,32.61557296,3.122099337,2.104433155,22.25045443,26.95244911,35.6685715,19.23828817,6.941488466,4.651739556,0.763249637,0.816645702,0.389477181,4.34706789,0.128778745,1.510794549,0.590497661
17236,Oceania,2002,410.291,12.879,32254898,991,7194,1335,1783,596,1367,2968,2359,3757,5090,2018,288,10641,1026,700,7250,8946,11630,6362,2249,1498,259,270,148,1435,41,492,193,3.072401593,22.30358936,4.138906283,5.527842624,1.847781382,4.238116022,9.201703258,7.313617919,11.64784338,15.78054905,6.256414142,0.892887648,32.9903384,3.180912245,2.170213032,22.47720641,27.73532255,36.05653938,19.72413616,6.972584443,4.644255889,0.802978822,0.83708217,0.458845041,4.448936717,0.127112478,1.525349731,0.598358736
17237,Oceania,2003,419.067,12.977,32691407,1014,7496,1373,1856,598,1424,2986,2446,3873,5207,2374,310,10921,1064,739,7468,9428,11932,6684,2264,1502,276,281,180,1519,40,501,196,3.101732513,22.9295729,4.199880415,5.677332884,1.829226867,4.355884713,9.133898703,7.482088489,11.84714993,15.92773294,7.261847127,0.948261419,33.40633213,3.254677904,2.260532867,22.84392348,28.83938278,36.49888792,20.44573976,6.925367269,4.594479522,0.844258554,0.859553093,0.550603405,4.646480954,0.122356312,1.53251281,0.59954593
17238,Oceania,2004,432.907,13.211,33165766,1029,7747,1400,1917,602,1470,3045,2533,3960,5310,2679,331,11244,1099,765,7656,9817,12271,6906,2309,1530,291,292,185,1541,41,516,199,3.102596816,23.35842326,4.221220158,5.780056459,1.815124668,4.432281166,9.181153844,7.637393329,11.94002273,16.01048503,8.077606288,0.998017052,33.90242818,3.313657824,2.306595301,23.08404395,29.59979878,36.99899469,20.82267601,6.961998104,4.613190601,0.877410761,0.880425919,0.557804092,4.646357331,0.123621447,1.555821144,0.600016294
17239,Oceania,2005,435.364,13.077,33690212,1067,8068,1441,2002,616,1533,3172,2647,3999,5383,2930,351,11659,1144,798,7907,10313,12723,7217,2408,1590,306,304,135,1465,45,537,204,3.167091973,23.94760828,4.277206685,5.942378754,1.828424232,4.550283032,9.415197506,7.856881399,11.8699164,15.97793448,8.696887986,1.041845626,34.60649045,3.395645002,2.368640482,23.46972468,30.61126478,37.76467776,21.42165208,7.147476543,4.719471638,0.908275674,0.902339231,0.400709856,4.348443993,0.133569952,1.593934761,0.605517116
17240,Oceania,2006,444.998,13.136,34271072,1120,8387,1480,2083,632,1583,3270,2737,4045,5457,3085,365,11966,1190,820,8137,10678,13079,7425,2481,1634,318,314,97,1413,47,553,207,3.268062347,24.47253474,4.318510959,6.078012383,1.844120896,4.619055978,9.541574889,7.986327361,11.80295732,15.9230502,9.001761019,1.065038176,34.91574468,3.472316244,2.392688504,23.74305653,31.15747298,38.16338164,21.66550261,7.239341682,4.767869531,0.927896274,0.916224622,0.283037543,4.1230108,0.137141902,1.613605784,0.604007952
17241,Oceania,2007,450.773,13.063,34900926,1188,8709,1518,2168,656,1638,3303,2823,4087,5500,3132,380,12203,1236,846,8378,11126,13382,7610,2505,1641,329,324,84,1413,48,556,211,3.403921145,24.95349264,4.349454797,6.211869565,1.879606289,4.693285215,9.463932275,8.0886106,11.71029101,15.75889419,8.973973928,1.088796326,34.96468833,3.541453313,2.424004452,24.00509373,31.87881032,38.34282219,21.80457905,7.177459991,4.701880976,0.942668398,0.928342131,0.240681293,4.04860318,0.137532167,1.59308094,0.604568486
17242,Oceania,2008,457.879,13.018,35561162,1262,8971,1545,2233,671,1677,3298,2885,4129,5512,3184,390,12318,1269,866,8559,11493,13568,7707,2499,1627,337,334,86,1421,47,557,210,3.548815418,25.22695968,4.344627434,6.279322369,1.886889973,4.715818904,9.274162638,8.112783266,11.61098167,15.50005593,8.953588187,1.096702071,34.63891309,3.568499814,2.435241008,24.06839237,32.3189664,38.15398383,21.67252015,7.027329422,4.575216074,0.947663071,0.939226902,0.241836867,3.995932416,0.13216666,1.566315521,0.590531884
17243,Oceania,2009,447.03,12.474,36225138,1323,9215,1575,2293,698,1710,3418,2938,4176,5605,3311,402,12427,1305,881,8743,11798,13739,7762,2588,1639,348,354,100,1458,50,577,210,3.65216,25.43813636,4.347809524,6.329858564,1.92683876,4.720478912,9.435436795,8.110390083,11.52790639,15.47268088,9.140061799,1.109726621,34.30490727,3.602470748,2.432012819,24.13517376,32.56854398,37.92670162,21.42710954,7.144210189,4.524482419,0.960658866,0.97722195,0.276051398,4.024829388,0.138025699,1.592816568,0.579707937
17244,Oceania,2010,451.057,12.362,36873069,1387,9540,1619,2379,722,1767,3403,3021,4218,5595,3468,418,12656,1352,906,9019,12251,14041,7956,2575,1631,364,358,98,1457,49,570,212,3.76155291,25.87254128,4.3907384,6.451863283,1.958068638,4.792115351,9.228957861,8.192971407,11.4392431,15.17367594,9.405238278,1.133618685,34.3231533,3.666632685,2.45707782,24.45958594,33.2247907,38.0792822,21.57672311,6.983416542,4.423282478,0.987170338,0.9708983,0.26577663,3.95139336,0.132888315,1.545843662,0.574945362
17245,Oceania,2011,451.766,12.173,37498324,1442,9852,1669,2467,753,1826,3313,3102,4262,5506,3590,432,12851,1399,936,9286,12764,14297,8226,2503,1610,380,370,106,1458,46,549,210,3.845505202,26.27317424,4.450865591,6.578960702,2.008089748,4.86955097,8.835061535,8.27236972,11.36584131,14.68332291,9.573761217,1.152051489,34.27086501,3.73083341,2.49611156,24.76377344,34.03885464,38.12703736,21.93698044,6.674964993,4.293525225,1.013378625,0.986710766,0.282679301,3.888173775,0.122672149,1.464065434,0.560025029
17246,Oceania,2012,450.53,11.945,38104732,1500,10114,1716,2543,794,1876,3295,3172,4316,5469,3643,441,13016,1438,965,9514,13242,14518,8453,2487,1607,390,402,108,1443,45,545,203,3.93651896,26.54263518,4.503377691,6.673711811,2.083730703,4.923273047,8.647219983,8.324425428,11.32667722,14.35254813,9.560492382,1.157336574,34.15848719,3.77380951,2.532493865,24.96802759,34.75158938,38.10025484,22.18359651,6.526748436,4.21732398,1.02349493,1.054987081,0.283429365,3.78693124,0.118095569,1.430268556,0.532742233
17247,Oceania,2013,440.883,11.51,38695742,1557,10338,1758,2609,796,1916,3281,3229,4364,5386,3651,446,13131,1472,991,9685,13666,14685,8656,2473,1613,398,387,94,1389,45,540,201,4.023698525,26.71611776,4.543135521,6.742343899,2.057073877,4.95144918,8.478969081,8.344587371,11.27772663,13.91884409,9.435146637,1.152581594,33.93396617,3.804036113,2.561005291,25.02859359,35.31654723,37.94991191,22.36938628,6.390884041,4.16841729,1.028536938,1.000110038,0.242920784,3.589542229,0.116291865,1.395502379,0.519436996
17248,Oceania,2014,449.081,11.549,39278630,1616,10606,1806,2689,822,1967,3254,3296,4412,5320,3656,453,13265,1513,1023,9896,14170,14874,8916,2448,1594,407,396,97,1375,44,530,202,4.114196447,27.0019601,4.597920039,6.845961786,2.092741015,5.007812136,8.284402995,8.391331368,11.23257099,13.54426058,9.307860279,1.15329888,33.77154448,3.851967342,2.604469657,25.19436141,36.07559632,37.86791953,22.69936604,6.232396598,4.058186347,1.036186853,1.008181803,0.246953623,3.500631259,0.1120202,1.349334231,0.514274556
17249,Oceania,2015,453.845,11.501,39858693,1672,10923,1860,2784,853,2028,3207,3376,4464,5318,3733,464,13429,1560,1060,10151,14749,15097,9229,2406,1564,419,407,114,1411,42,518,207,4.194818932,27.40431052,4.666485176,6.984674585,2.140060137,5.087974159,8.045923633,8.46992148,11.19956442,13.34213342,9.36558557,1.164112431,33.69152119,3.913826276,2.659394777,25.46746829,37.00322035,37.87630467,23.1542966,6.036324372,3.923861728,1.051213596,1.02110724,0.286010382,3.54000569,0.105372246,1.299591033,0.519334641
17250,Oceania,2016,465.567,11.628,40435631,1716,11158,1908,2852,876,2070,3199,3444,4494,5201,3859,467,13546,1591,1088,10317,15227,15258,9509,2396,1559,429,414,89,1333,42,514,203,4.243781926,27.59447478,4.718610673,7.053185345,2.166406158,5.119247428,7.911339383,8.517240648,11.11396036,12.8624183,9.5435632,1.154922004,33.50015732,3.934648627,2.690696233,25.51462595,37.65738193,37.73404698,23.51638831,5.925467071,3.855510503,1.060945481,1.023849486,0.220102909,3.296597498,0.103868788,1.271156125,0.502032477
17251,Oceania,2017,465.857,11.473,41006479,1769,11480,1974,2945,905,2129,3241,3532,4496,5128,3985,475,13738,1638,1127,10567,15783,15506,9859,2423,1559,443,425,75,1277,43,510,203,4.313952437,27.99557602,4.813873437,7.181791931,2.206968318,5.191862486,7.903629083,8.613273039,10.96412106,12.50534092,9.717976518,1.158353537,33.50202294,3.994490724,2.748346182,25.76909859,38.48903974,37.81353673,24.04254216,5.90882236,3.801838241,1.080317088,1.036421586,0.182897927,3.114142036,0.104861478,1.243705903,0.495043722
17252,Oceania,2018,467.556,11.358,41570823,1858,11840,2047,3054,943,2200,3183,3638,4520,5042,4072,487,13956,1693,1169,10843,16428,15816,10252,2374,1532,455,446,75,1254,41,496,205,4.469480915,28.48151455,4.924126713,7.346498769,2.268417924,5.292173311,7.656812568,8.75133023,10.87301062,12.12869902,9.795331692,1.171494728,33.57162306,4.072567916,2.812068455,26.08319782,39.51810143,38.04591504,24.66152763,5.710736109,3.685277051,1.094517662,1.072867862,0.180414999,3.016538787,0.098626866,1.193144528,0.493134331
17253,Oceania,2019,471.016,11.29,42128048,1961,12162,2112,3149,963,2259,3136,3733,4546,4963,4121,496,14103,1737,1211,11036,17021,16061,10617,2336,1512,465,450,75,1226,39,485,204,4.654856071,28.86912776,5.01328711,7.47483007,2.285888015,5.362223286,7.443971769,8.861079915,10.79091061,11.78074996,9.782081524,1.177362882,33.47650952,4.123143802,2.874569455,26.19632412,40.40301131,38.12424445,25.20173733,5.544999379,3.589057817,1.103777702,1.068171969,0.178028662,2.910175188,0.092574904,1.151252011,0.484237959
20837,South America,1990,595.614,2.016,295398177,105709,368306,54633,68240,143156,31306,94378,58490,180860,161219,37665,19885,139632,38901,36575,318536,251574,244303,200289,61138,44000,8813,14001,3543,22351,5334,40400,2564,35.78525808,124.6812028,18.49469775,23.10102273,48.46204586,10.59789885,31.94941856,19.80039301,61.22583485,54.57684324,12.75058647,6.731591983,47.2690798,13.16900476,12.381593,107.8327575,85.16437121,82.70294776,67.80305892,20.69681019,14.89514947,2.983430734,4.739704267,1.199398059,7.566397405,1.805698347,13.67645542,0.867980983
20838,South America,1991,603.004,2.005,300829462,106309,369675,54978,67709,145081,31020,89902,57407,173929,152525,41338,19539,132847,38505,36696,317510,255130,238058,204624,58724,41852,9462,14230,3250,20743,4988,37775,2422,35.33862651,122.8852379,18.27547064,22.50743646,48.22699181,10.31149004,29.88470591,19.08290485,57.81647809,50.70148349,13.74134027,6.495042031,44.16023587,12.7996107,12.19827332,105.5448485,84.80884761,79.13387154,68.0199335,19.52069442,13.91220119,3.145303634,4.730254778,1.080346313,6.895268789,1.658082279,12.5569483,0.805107314
20839,South America,1992,615.051,2.009,306228628,109217,378519,56215,68609,148315,31403,82700,57576,168286,143846,45992,19574,128498,38891,37803,322464,263262,236498,213024,54456,39316,10231,14581,2912,19035,4545,34525,2401,35.66518281,123.6066668,18.35719945,22.4045023,48.43276769,10.25475646,27.00596627,18.80163862,54.95436566,46.97340054,15.01884403,6.391956274,41.96145894,12.69998832,12.34469822,105.3017159,85.96910149,77.22922626,69.56371172,17.78279201,12.83877352,3.340967847,4.761475142,0.950923504,6.215943991,1.484185208,11.27425617,0.784054716
20840,South America,1993,650.401,2.087,311601582,112484,390037,57669,69787,152842,31852,76882,58262,163190,136076,51002,19452,124195,39428,39580,330137,273203,235440,222825,50877,37044,11225,15216,2610,17502,4170,31760,2289,36.0986614,125.1717008,18.5072873,22.39622776,49.050457,10.22202769,24.67317384,18.69759442,52.3713644,43.66986815,16.3676961,6.242587048,39.85698635,12.65333756,12.7021178,105.9484351,87.67702598,75.55802461,71.5095856,16.32758078,11.888258,3.60235655,4.883158777,0.837608071,5.616787915,1.338247378,10.19250281,0.734591906
20841,South America,1994,667.658,2.106,316958269,114680,395238,58198,69810,155103,31732,70404,57978,158172,128150,55908,19141,118503,39241,40363,331756,279320,231925,229807,46569,34425,12245,15346,2304,16023,3778,29028,2344,36.1814192,124.6971727,18.3614077,22.02498147,48.93483312,10.01141257,22.21238784,18.29199793,49.90309939,40.43119001,17.63891511,6.038965338,37.38757167,12.38049417,12.73448398,104.6686685,88.12516578,73.1720932,72.50386643,14.69247045,10.86105124,3.863284602,4.841646835,0.726909573,5.055239622,1.19195502,9.158303423,0.739529531
20842,South America,1995,699.156,2.169,322302316,116939,402169,58888,70319,157206,31708,64015,58036,153836,120542,60050,19093,113942,39144,41205,334422,286976,229762,237823,42523,32112,13137,15678,2036,14689,3407,26384,2214,36.28239519,124.7800528,18.27104463,21.81771477,48.77594488,9.8379684,19.86178716,18.00669655,47.73034271,37.40028973,18.6315757,5.923941297,35.35252288,12.14511906,12.7845808,103.7603465,89.039385,71.28772851,73.78879648,13.19351363,9.963316553,4.075986845,4.864377084,0.631705048,4.557522323,1.057082072,8.186103137,0.6869327
20843,South America,1996,725.574,2.215,327635132,119008,409378,59692,70806,159150,31480,58110,57872,149182,113580,62824,18860,109354,38961,42069,338115,293415,227396,245576,38715,29966,13314,16007,1796,13434,3054,23849,2078,36.32333299,124.9493598,18.2190474,21.61123551,48.57537683,9.608249215,17.7361932,17.66355142,45.53296806,34.666612,19.17498884,5.756403437,33.37676254,11.89158188,12.8401981,103.1986399,89.55541434,69.40525536,74.95411084,11.81649836,9.146149809,4.063666774,4.8856177,0.548170762,4.100292883,0.93213447,7.279133912,0.634242118
20844,South America,1997,768.849,2.309,332943537,120104,412388,59664,70426,160682,30851,52840,56886,144611,106810,63412,18432,104787,38200,42297,337339,297086,223900,251498,35152,28029,12673,16126,1584,12252,2734,21524,2027,36.07338382,123.861242,17.92015563,21.15253554,48.26103592,9.266135717,15.87055886,17.08577992,43.43409135,32.0805146,19.04587203,5.536073824,31.47290407,11.47341689,12.70395587,101.3201827,89.23014475,67.24863982,75.53773299,10.55794635,8.418544553,3.806351105,4.843463893,0.475756344,3.679903238,0.821160256,6.464759819,0.608811938
20845,South America,1998,821.329,2.429,338199117,122998,423731,60854,71350,164246,30683,48618,56666,140411,100917,64401,18290,101093,38125,43323,342041,305345,222930,262105,32196,26445,12474,16385,1419,11160,2473,19607,1978,36.36851601,125.2903922,17.99354195,21.09703911,48.56488138,9.072466029,14.37555498,16.7552182,41.51725801,29.83952202,19.04233239,5.408056698,29.89156237,11.27294487,12.80990926,101.1359826,90.28556985,65.91678949,77.50020234,9.519835618,7.819358085,3.688359719,4.84477906,0.419575312,3.299831206,0.731226037,5.797472262,0.584862556
20846,South America,1999,839.543,2.445,343364515,124884,431959,61688,71673,166229,30288,44139,56116,135714,94747,66663,18026,96939,37713,44162,343904,312644,220550,270892,29029,24894,12382,16607,1246,10145,2187,17682,1923,36.37067738,125.8018756,17.96574698,20.87373531,48.41181681,8.820946451,12.85485193,16.34298174,39.52475986,27.59370752,19.41464452,5.249814472,28.23209614,10.98337142,12.86155036,100.1571173,91.05308975,64.2320305,78.89341739,8.454280723,7.250021162,3.606080261,4.836551034,0.362879664,2.954586032,0.636932445,5.149629396,0.560046224
20847,South America,2000,821.39,2.358,348411890,124416,436441,62030,71344,165457,29860,40211,55032,131520,88772,67821,17589,93534,37146,44818,341736,317661,216924,277188,26176,23531,12541,16787,1090,9257,1913,15917,1838,35.70945871,125.2658168,17.8036404,20.47691312,47.48890745,8.570316013,11.54122496,15.79509815,37.74842472,25.47903862,19.46575359,5.048335176,26.84581172,10.66151904,12.86351048,98.08390867,91.17398376,62.26079139,79.55756045,7.512946817,6.75378788,3.599475322,4.818147854,0.312848106,2.656912771,0.549062777,4.568443402,0.527536532
20848,South America,2001,832.246,2.355,353333490,125392,446332,62984,72090,167211,29892,37329,54801,127463,84221,69402,17583,91071,37092,46031,343771,326982,215484,286016,23965,22475,12839,17143,969,8501,1701,14542,1859,35.48828615,126.3203213,17.82565247,20.40282114,47.32384694,8.459996249,10.56480664,15.5097101,36.07441797,23.83612151,19.64206676,4.976318548,25.77479989,10.49773119,13.02763573,97.29363611,92.54203444,60.98601069,80.94788864,6.782544162,6.360846236,3.633677634,4.851790302,0.274245161,2.405942329,0.481414881,4.115658552,0.526131842
20849,South America,2002,847.148,2.366,358133213,127485,461278,65088,73727,170950,30287,35110,55139,123385,80212,70400,18057,89650,37561,47770,348510,342405,216089,299041,22198,21662,13140,17801,868,7875,1530,13446,1887,35.5970894,128.8006762,18.17424289,20.58647378,47.7336348,8.456909022,9.803614612,15.39622632,34.452264,22.3972525,19.65748985,5.041978611,25.03258473,10.48799682,13.33861208,97.31295154,95.60827859,60.33760404,83.49993498,6.198252269,6.048587289,3.669025805,4.97049683,0.242367915,2.198902451,0.427215333,3.754468871,0.526898911
20850,South America,2003,858.232,2.366,362809670,128906,475870,66123,75205,172282,30642,33369,55472,120238,76962,71552,18337,88064,37903,49892,352340,356845,215810,311572,20884,21121,13531,18482,785,7352,1387,12545,1853,35.529924,131.1624357,18.22525844,20.72849933,47.4855039,8.445750633,9.197384403,15.2895594,33.14079253,21.21277528,19.72163531,5.054165177,24.27278192,10.44707546,13.75156291,97.11428033,98.35597822,59.48297905,85.87753463,5.756186157,5.821509664,3.729503682,5.094131036,0.21636689,2.026406849,0.38229411,3.457735843,0.510736111
20851,South America,2004,867.759,2.362,367365342,128259,485112,66766,75878,173320,30660,31268,55218,115794,72502,71581,18227,86312,37914,51690,353148,366476,213518,320341,19415,20466,13585,19076,703,6819,1234,11486,1788,34.91320093,132.0516512,18.1742784,20.65464303,47.17919199,8.345915222,8.511418042,15.03081366,31.52012092,19.73566684,19.48496274,4.961545883,23.49486741,10.3205163,14.07046177,96.12991745,99.75791347,58.1214327,87.19957039,5.284929682,5.571020905,3.69795363,5.192650971,0.191362635,1.856190343,0.335905394,3.12658781,0.48670895
20852,South America,2005,902.003,2.426,371804635,128590,491699,66898,76254,174099,30569,29330,54773,111613,68378,71280,18361,84229,37771,52612,351261,375341,211983,328556,18020,19719,13808,19522,630,6311,1104,10552,1830,34.58536766,132.2466031,17.99278269,20.50915799,46.82539797,8.221790995,7.88855147,14.73166143,30.01925998,18.3908412,19.17135864,4.938346183,22.65410166,10.15882978,14.15044221,94.47461568,100.9511353,57.01462006,88.36791397,4.84663135,5.303591764,3.71377834,5.250606948,0.169443826,1.697396806,0.296930134,2.838049612,0.492193972
